PL-300-Microsoft-Power-BI-Data-Analyst
Implementing-ETL
Developing-Big-Data-Solutions-with-Azure-Machine-Learning
Introduction-to-Data-Science
WebAPIDesign
Principles-of-Machine-Learning-R
AZ-301-MicrosoftAzureArchitectDesign
mslearn-ai900
mslearn-cognitive-vision
mslearn-mlops
dp-300-database-administrator
SC-100-Microsoft-Cybersecurity-Architect
DP-203T00-Data-Engineering-on-Microsoft-Azure
Lab-Demo-Recordings
DP100
mslearn-ai-vision
dev290x-v2
AZ-700-Designing-and-Implementing-Microsoft-Azure-Networking-Solutions
AZ-104-MicrosoftAzureAdministrator.es-es
AZ-204-DevelopingSolutionsforMicrosoftAzure.es-es
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.ES-ES
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals
Configure-secure-access-to-workloads-with-Azure-virtual-networking-services
Docker-Build
dp-420-cosmos-db-dev
AZ-203-DevelopingSolutionsforMicrosoftAzure
PL-600-Microsoft-Power-Platform-Solution-Architect
PL-500T00-Microsoft-Power-Automate-RPA-Developer
AZ-040T00-Automating-Administration-with-PowerShell
Challenge-project-Create-methods-in-CSharp
AZ-120-Planning-and-Administering-Microsoft-Azure-for-SAP-Workloads
MSLearnLabs-AZ-220-Microsoft-Azure-IoT-Developer
AZ-800-Administering-Windows-Server-Hybrid-Core-Infrastructure
20483-Programming-in-C-Sharp
20486D-DevelopingASPNETMVCWebApplications
PL-300-Microsoft-Power-BI-Data-Analyst.es-es
MS-900T01-Microsoft-365-Fundamentals
MS-721T00-Collaboration-Communications-Systems-Engineer
Secure-Azure-services-and-workloads-with-Microsoft-Defender-for-Cloud-regulatory-compliance-controls
SC-400T00A-Microsoft-Information-Protection-Administrator
dp-data
MCT-User-Guide
ReactJS
JavaScript-Experienced-Developers
MS-700-Managing-Microsoft-Teams
mslearn-aml-design
AZ500-AzureSecurityTechnologies.es-es
DP-900T00A-Azure-Data-Fundamentals.es-es
DP-900T00A-Azure-Data-Fundamentals.pt-br
DP-300T00-Administering-Relational-Databases-on-Azure
APL-2002-develop-aspnet-core-consumes-api
APL-5001-configure-siem-security-operations-using-microsoft-sentinel
APL-1004-deploy-configure-azure-monitor
Secure-storage-for-Azure-Files-and-Azure-Blob-Storage
chirp
az-2003-deploy-cloud-native-applications-using-azure-container-apps
dp-080-Transact-SQL
AZ-801-Configuring-Windows-Server-Hybrid-Advanced-Services
LearnAI-KnowledgeMiningBootcamp
AZ-104-MicrosoftAzureAdministrator.de-de
deploy-and-manage-containers-with-azure-kubernetes-service
AZ-104-MicrosoftAzureAdministrator.ko-kr
MB-210-Dynamics365forSales
mslearn-knowledge-mining
html-css-beginners
mslearn-ai-document-intelligence
dp-203-azure-data-engineer.zh-cn
mslearn-openai.zh-cn
mslearn-fabric.zh-cn
APL-4001-Build-apps-for-Microsoft-Teams
PL-300-Microsoft-Power-BI-Data-Analyst.ja-jp
AI-102-Code-Repos
AZ-305-DesigningMicrosoftAzureInfrastructureSolutions.zh-cn
Reinforcement-Learning-Explained
Deep-Learning-Explained
AZ-101-MicrosoftAzureIntegrationandSecurity
AZ-100-MicrosoftAzureInfrastructureDeployment
Essential-Math-R
mslearn-sql-migration
Data-Analysis-for-Absolute-Beginners
mslearn-purview
APL-1001-deploy-and-manage-containers-with-azure-kubernetes-service.es-es
APL-1001-deploy-and-manage-containers-with-azure-kubernetes-service.zh-cn
dp-203-azure-data-engineer.ja-jp
APL-1001-deploy-and-manage-containers-with-azure-kubernetes-service.fr-fr
APL-1001-deploy-and-manage-containers-with-azure-kubernetes-service.de-de
APL-1001-deploy-and-manage-containers-with-azure-kubernetes-service.ja-jp
AI-102-AIEngineer.fr-fr
mslearn-azure-ml.fr-fr
mslearn-openai.fr-fr
AZ-104-MicrosoftAzureAdministrator.id-id
AI-102-AIEngineer.es-es
Guided-project-Build-an-Autosuggest-Engine-with-Copilot
DP-100-Designing-and-Implementing-a-Data-Science-Solutio
APL-1001-deploy-and-manage-containers-with-azure-kubernetes-service.pt-br
MB-220-Dynamics365forMarketing
mslearn-synapse
MB-300-Microsoft-Dynamics-365-Core-Finance-and-Operations
PL-300-Microsoft-Power-BI-Data-Analyst.id-id
PL-300-Microsoft-Power-BI-Data-Analyst.ko-kr
MS-600-Building-Applications-and-Solutions-with-Microsoft-365-Core-Services
dp-090-databricks-ml
AZ-104-MicrosoftAzureAdministrator.ja-jp
AZ-305-DesigningMicrosoftAzureInfrastructureSolutions.ja-jp
mslearn-fabric.pt-br
mslearn-fabric.ja-jp
mslearn-fabric.es-es
mslearn-fabric.fr-fr
mslearn-fabric.de-de
AZ-040T00-Automating-Administration-with-PowerShell.ja-jp
advanced-gen-ai
databricks-ml
databricks-intro
ai-language
MB-230-Dynamics365forCustomerService
MB-310-Microsoft-Dynamics-365-Finance
Deploying-and-Running-Java-Applications-in-Azure-Spring-Apps
Speech-Recognition
Programming-in-R-for-Data-Science
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps
AZ-204-DevelopingSolutionsforMicrosoftAzure.de-de
mslearn-deep-learning
SC-200T00A-Microsoft-Security-Operations-Analyst.ja-jp
Django
MS-Learn-Getting-Started-with-GitHub-Copilot-Guided-Project
PL-900-Microsoft-Power-Platform-Fundamentals.ja-jp
AZ-800-Administering-Windows-Server-Hybrid-Core-Infrastructure.ja-jp
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.ja-jp
AI-900-AIFundamentals.ja-JP
DP-500-Azure-Data-Analyst.ja-jp
PythonSqlFlask
MB-335-Dynamics-365-Supply-Chain-Management-Expert
mslearn-openai.ja-jp
MS-Learn-JSON-serialization-in-CSharp
Introduction-to-Data-Analysis-using-Excel
mslearn-openai.es-es
mslearn-openai.de-de
mslearn-openai.pt-br
AZ-305-DesigningMicrosoftAzureInfrastructureSolutions.ko-kr
PL-300-Microsoft-Power-BI-Data-Analyst.zh-tw
AZ-104-MicrosoftAzureAdministrator.zh-tw
MB-700-Microsoft-Dynamics-365-Finance-and-Operations-Apps-Solution-Architect
implement-security-through-pipeline-using-devops
20480-Programming-in-HTML5-with-JavaScript-and-CSS3
Research-Methods-for-Data-Science-with-Python
AZ-700-Designing-and-Implementing-Microsoft-Azure-Networking-Solutions.ko-kr
PL-900-Microsoft-Power-Platform-Fundamentals.pt-br
AI-900-AIFundamentals.pt-BR
MS-203T00-Microsoft-365-Messaging
PL-300-Microsoft-Power-BI-Data-Analyst.it-it
AZ-104-MicrosoftAzureAdministrator.fr-fr
AI-102-LUIS
AI-102-AIEngineer.ja-jp
AI-102-Process-Speech
PL-300-Microsoft-Power-BI-Data-Analyst.de-de
PL-300-Microsoft-Power-BI-Data-Analyst.fr-fr
PL-300-Microsoft-Power-BI-Data-Analyst.zh-cn
IC-001T00-Microsoft-Cloud-for-Healthcare
DP-500-Azure-Data-Analyst.zh-cn
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.PT-BR
DP-500-Azure-Data-Analyst.ko-kr
mslearn-dp100.id-id
AZ400-DesigningandImplementingMicrosoftDevOpsSolutions.ko-kr
mslearn-dp100.fr-fr
PL-900-Microsoft-Power-Platform-Fundamentals.fr-fr
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.fr-fr
DP-900T00A-Azure-Data-Fundamentals.fr-fr
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.FR-FR
AZ500-AzureSecurityTechnologies.fr-fr
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.RU-RU
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.JA-JP
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.ZH-CN
MSLearn-Implement-interfaces-in-CSharp
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.ZH-TW
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.KO-KR
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.IT-IT
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.AR-SA
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.ID-ID
SC-400T00A-Microsoft-Information-Protection-Administrator.zh-cn
SC-300-Identity-and-Access-Administrator.ZH-CN
SC-200T00A-Microsoft-Security-Operations-Analyst.zh-cn
SC-100-Microsoft-Cybersecurity-Architect.zh-cn
PL-900-Microsoft-Power-Platform-Fundamentals.zh-cn
PL-900-Microsoft-Power-Platform-Fundamentals.ru-ru
PL-900-Microsoft-Power-Platform-Fundamentals.ar-sa
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.ru-ru
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.zh-cn
DP-900T00A-Azure-Data-Fundamentals.zh-cn
DP-900T00A-Azure-Data-Fundamentals.ru-ru
DP-900T00A-Azure-Data-Fundamentals.ar-sa
dp-420-cosmos-db-dev.zh-CN
mslearn-dp100.zh-cn
SC-900-Microsoft-Security-Compliance-and-Identity-Fundamentals.DE-DE
MB-260T00-Customer-Data-Platform-Specialty
MB-910T00A-labs
AI-900-AIFundamentals.ru-RU
AI-900-AIFundamentals.ar-SA
AI-900-AIFundamentals.zh-CN
AZ-801-Configuring-Windows-Server-Hybrid-Advanced-Services.zh-CN
AZ-800-Administering-Windows-Server-Hybrid-Core-Infrastructure.zh-cn
AZ-700-Designing-and-Implementing-Microsoft-Azure-Networking-Solutions.zh-cn
AZ500-AzureSecurityTechnologies.zh-cn
AZ400-DesigningandImplementingMicrosoftDevOpsSolutions.zh-cn
AZ-204-DevelopingSolutionsforMicrosoftAzure.zh-cn
AZ-140-Configuring-and-Operating-Microsoft-Azure-Virtual-Desktop.zh-cn
AZ-120-Planning-and-Administering-Microsoft-Azure-for-SAP-Workloads.zh-cn
AZ-104-MicrosoftAzureAdministrator.zh-cn
SC-400T00A-Microsoft-Information-Protection-Administrator.ko-kr
SC-400T00A-Microsoft-Information-Protection-Administrator.ja-jp
SC-300-Identity-and-Access-Administrator.KO-KR
SC-300-Identity-and-Access-Administrator.JA-JP
SC-200T00A-Microsoft-Security-Operations-Analyst.ko-kr
SC-100-Microsoft-Cybersecurity-Architect.ko-kr
SC-100-Microsoft-Cybersecurity-Architect.ja-jp
AZ-104-MicrosoftAzureAdministrator.it-it
PL-900-Microsoft-Power-Platform-Fundamentals.zh-tw
PL-900-Microsoft-Power-Platform-Fundamentals.ko-kr
PL-900-Microsoft-Power-Platform-Fundamentals.it-it
PL-900-Microsoft-Power-Platform-Fundamentals.es-es
PL-900-Microsoft-Power-Platform-Fundamentals.de-de
Jekyll-Theme-Online
DP-900T00A-Azure-Data-Fundamentals.zh-tw
DP-900T00A-Azure-Data-Fundamentals.ko-kr
DP-900T00A-Azure-Data-Fundamentals.ja-jp
DP-900T00A-Azure-Data-Fundamentals.it-it
AZ-120-Planning-and-Administering-Microsoft-Azure-for-SAP-Workloads.ko-kr
AZ-120-Planning-and-Administering-Microsoft-Azure-for-SAP-Workloads.ja-jp
Knockout-MVA
DP-900T00A-Azure-Data-Fundamentals.id-id
DP-900T00A-Azure-Data-Fundamentals.de-de
dp-420-cosmos-db-dev.ko-KR
dp-420-cosmos-db-dev.ja-JP
mslearn-postgres
AZ-801-Configuring-Windows-Server-Hybrid-Advanced-Services.ko-KR
AZ-801-Configuring-Windows-Server-Hybrid-Advanced-Services.ja-JP
AZ-800-Administering-Windows-Server-Hybrid-Core-Infrastructure.ko-kr
AZ-700-Designing-and-Implementing-Microsoft-Azure-Networking-Solutions.ja-jp
AZ500-AzureSecurityTechnologies.zh-tw
mslearn-dp100.zh-tw
mslearn-dp100.ko-kr
mslearn-dp100.ja-jp
AZ500-AzureSecurityTechnologies.ko-kr
mslearn-dp100.it-it
AZ500-AzureSecurityTechnologies.ja-jp
AZ500-AzureSecurityTechnologies.it-it
mslearn-dp100.es-es
mslearn-dp100.de-de
AZ500-AzureSecurityTechnologies.id-id
AZ500-AzureSecurityTechnologies.de-de
AZ400-DesigningandImplementingMicrosoftDevOpsSolutions.ja-jp
AI-900-AIFundamentals.zh-TW
AI-900-AIFundamentals.ko-KR
AZ-204-DevelopingSolutionsforMicrosoftAzure.zh-tw
AZ-204-DevelopingSolutionsforMicrosoftAzure.ko-kr
AZ-204-DevelopingSolutionsforMicrosoftAzure.ja-jp
AZ-204-DevelopingSolutionsforMicrosoftAzure.it-it
AZ-204-DevelopingSolutionsforMicrosoftAzure.id-id
AI-900-AIFundamentals.it-IT
AI-900-AIFundamentals.id-ID
AI-900-AIFundamentals.fr-FR
AI-900-AIFundamentals.es-ES
AI-900-AIFundamentals.de-DE
AI-102-AIEngineer.zh-tw
AI-102-AIEngineer.ko-kr
AI-102-AIEngineer.it-it
AI-102-AIEngineer.id-id
AI-102-AIEngineer.de-de
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps
microsoft-learning-paths-databricks-notebooks
mslearn-aml-cli
mslearn-azure-ml.id-id
mslearn-azure-ml.it-it
mslearn-azure-ml.ja-jp
mslearn-azure-ml.es-es
mslearn-azure-ml.de-de
mslearn-azure-ml.zh-cn
mslearn-azure-ml.ko-kr
MW-test-repo
dp-203-azure-data-engineer.ko-kr
dp-300-database-administrator.zh-cn
mslearn-azure-ml.zh-tw
Guided-project-Work-with-variable-data-in-CSharp
dp-300-database-administrator.ja-jp
dp-300-database-administrator.ko-kr
Challenge-project-debugging-CSharp
Guided-project-debugging-CSharp
MB-240-Dynamics365forFieldService
Guided-project-branching-looping-CSharp
Challenge-project-branching-looping-CSharp
Guided-project-foreach-if-array-CSharp
Challenge-project-foreach-if-array-CSharp
IC-002T00-Microsoft-Cloud-for-Sustainability
TestRepo.es-es
Challenge-Project-variable-data-in-CSharp
PL-900-Microsoft-Power-Platform-Fundamentals.id-id
DP-300T00-Administering-Relational-Databases-on-Azure.ja-jp
DP-300T00-Administering-Relational-Databases-on-Azure.ko-kr
DP-300T00-Administering-Relational-Databases-on-Azure.zh-cn
ai-conversational
Data-Science-Professional-Project
TestRepo.de-de
TestRepo
Research-Methods-for-Data-Science-with-R
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.es-es
MVA-42339-PowerShell-for-SQL-Data-Professionals
MVAAngular
EntityFramework
Dev290x
Processing-Big-Data-with-Hadoop-in-Azure-HDInsight
MB-330-Microsoft-Dynamics-365-Supply-Chain-Management
mslearn-stream-analytics
mslearn-databricks
Jekyll-Theme
real-world-django
mslearn-cosmosdb
James-test01
mslearn-formrecognizer
OpenHackModernDataWarehousing.fr-FR
OpenHackModernDataWarehousing.ja-JP
mslearn-data-concepts
IoT_Capstone_KeyGen_App
mslearn-mysql
OpenHackServerless.fr-FR
OpenHackServerless.ja-JP
edX_DEV237x_Web_Front-End_Orientation
AZ-140-Configuring-and-Operating-Microsoft-Azure-Virtual-Desktop.ko-kr
AZ-140-Configuring-and-Operating-Microsoft-Azure-Virtual-Desktop.ja-jp
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.ru-ru
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.ko-kr
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.it-it
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.de-de
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.zh-tw
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.zh-cn
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.pt-br
MB-920T00A-Microsoft-Dynamics-365-Fundamentals-Finance-and-Operations-Apps.ar-sa
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.es-es
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.ko-kr
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.ja-jp
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.it-it
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.de-de
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.fr-fr
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.zh-tw
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.pt-br
MB-910T00A-Microsoft-Dynamics-365-Fundamentals-Customer-Engagement-Apps.ar-sa
TestPipeline
NodeMVA
Using-XML-in-SQL
MVCForTheJavaDeveloper
Inf999x-test
MCT-User-Guide-FR
MCT-User-Guide-ES
MCT-User-Guide-DE
Wibble
SpeechToTextCS
SpeechToText
SP-To-Txt-CS-Gerry
ReactMVA
PolyglotMVA
Office365ILL
MCT-User-Guide-ZH
MCT-User-Guide-KO
MCT-User-Guide-JA
INF999x-pr
Implementing-Realtime-Analysis-with-Hadoop-in-HDInsight
Ember
edX_DEV221x_Advanced_Angular
edX_DEV222x_Using_Open_Source_Web_Tooling_to_Improve_Development_Proficiency
edX_DEV220x_Angular_Fundamentals
edX_DEV218x_Advanced_CSS_Concepts
edX-DEV233-DevelopingMicrosoftAzureSolutions
DocumentDB-MVA
dev290x-extras
DEV240x-Intro-to-Web-Accessibility
DEV240x-App_Design_Inclusive_APP
DataAnalysisCapstone
