folddigest.vim
wordlist.vim
qnamebuf
sqlhana.vim
Buffersaurus
opencl.vim
swig
SWIG-syntax
rootwater.vim
vim-addon-mw-utils
EditPlus
potwiki.vim
lojban
vim-startify
self.vim
table-mode
lemon.vim
textutil.vim
cflow-output-colorful
SyntaxRange
ingo-library
autoload_cscope.vim
c-standard-functions-highlight
ciscoasa.vim
vim-json-bundle
python.vim
VimPdb
vim-python-virtualenv
pysource.vim
pylint.vim
pep8
Sunset
Darcula-Color-Scheme
autolisp-help
CursorLineCurrentWindow
html_portuquese
django.vim
moria
Tabstuff
slimv.vim
Zephyr-Color-Scheme
CCTree
surround.vim
sensible.vim
gmlua.vim
remind
DotOutlineTree
vim-tag-comment
oberon.vim
move_until_char_changes.vim
Google-translator
Flash-Live-Support-Agent-and-Chatroom
peaksea
mako.vim
vim-haxe
CSS-one-line--multi-line-folding
robinhood.vim
autodate.vim
Enchanted-Vim
UnconditionalPaste
abc-vim
ebnf.vim
candycode.vim
git-log
vim-svngutter
VIM-Color-Picker
opencl.vim--Wierzowiecki
syntaxhaskell.vim
Biorhythm
chordpro.vim
cpp_cppcheck.vim
VimIRC.vim
Solarized
softlight.vim
automatic-for-Verilog
C64.vim
sessionman.vim
zenesque.vim
maven3.1.1-errorformat
matlab.vim
MSIL-Assembly
Xdebug
SpellCheck
MultipleSearch2.vim
multisearch.vim
taskpaper.vim
vimcat
rdark-terminal2.vim
refactor
nerdtree-execute
obsidian2.vim
java_getset.vim
DuoTones-Dark
vmark.vim--Visual-Bookmarking
FX-HLSL
BOOKMARKS--Mark-and-Highlight-Full-Lines
progressbar-widget
ctags.vim
tex.vim
HTML.zip
confluencewiki.vim
4NT-Bundle
JavaDecompiler.vim
repeatable-motions.vim
vim-colors-pencil
qfn
SQLComplete.vim
summerfruit256.vim
EnhancedJumps
sherlock.vim
vimagit
rcshell.vim
nuvola.vim
guepardo.vim
tango.vim
gtk-vim-syntax
OnSyntaxChange
txt.vim
httplog
Dictionary-file-for-Luxology-Modo-Python
timestamp.vim
vtreeexplorer
SingleCompile
CRefVim
closetag.vim
sgmlendtag
cmdline-completion
gmsh.vim
vimpp
dual.vim
blue_sky
vcbc.vim
openvpn
sokoban.vim
autoloadTemplate.vim
darkbone.vim
timekeeper
Specky
rrd.vim
Cisco-ACL-syntax-highlighting-rules
SnippetySnip
luarefvim
highlight_line_after_jump.vim
User-Defined-Type-Highlighter
CompleteHelper
indexer.tar.gz
localvimrc
autohotkey-ahk
ptu
RelOps
UniCycle
gdbmgr
errormarker.vim
ColorV
csv.vim
vim-decfile
Nibble
php_funcinfo.vim
Macromedia-Director-Lingo-Syntax
omlet.vim
VIM-Email-Client
python_match.vim
vim-gtest
edifile.vim
Atomic-Save
crontab.vim
vim-git-log
bluechia.vim
MS-Word-from-VIM
louver.vim
visualMarks.vim
license-loader
blue.vim
superSnipMate
groovyindent-unix
asm8051.vim
asm2d-vim
SuperTab
PreserveNoEOL
std_c.zip
lookupfile
Last-Modified
proton
MPage
avr.vim
hdl_plugin-indent
vimbuddy.vim
phpfolding.vim
Trailer-Trash
hdl_plugin-utility
webBrowser
jcl.vim
vilight.vim
TTCoach
xorium.vim
groovy.vim
fontforge_script.vim
Tabmerge
TI-Basic-Syntax
Pida
fish-syntax
ZenCoding.vim
vagrant.vim
industry.vim
Wombat
greek_polytonic.vim
upAndDown
tex.vim--Brauner
vcscommand.vim
Twee-Integration-for-Vim
lustre-syntax
Perfect-Dark
vim-pad
tlib
Mark--Karkat
colorscheme_template.vim
ywvim
maven-ide
vim-scroll-position
Visual-Mark
vim-punto-switcher
muttrc.vim
LustyExplorer
phd
verilog_systemverilog_fix
verilog_systemverilog.vim
boxdraw
ShowMarks7
toggle_words.vim
Mark
shorewall.vim
locator
scribble.vim
sudoku_game
vimoutliner-colorscheme-fix
Screen-vim---gnu-screentmux
Python-mode-klen
IndexedSearch
MatlabFilesEdition
cscope_macros.vim
CodeOverview
workflowish
guicolorscheme.vim
ikiwiki-nav
vim-mail
Figlet.vim
Citation.vim
compilergfortran.vim
Engspchk
log4j.vim
visual_studio.vim
SwapText
grails-vim
Search-Google
matrix.vim--Yang
vim-clang
tinymode.vim
project.tar.gz
JavaScript-Indent
vcsc.py
colorsupport.vim
molokai
simpleandfriendly.vim
foldutil.vim
x12-syntax
AuthorInfo
newnoise.vim
vimplate
Vdebug
less.vim
FencView.vim
java_checkstyle.vim
NesC-Syntax-Highlighting
maude.vim
Color-Scheme-Explorer
lilypink
Vimacs
synic.vim
close-duplicate-tabs
mips.vim
rsl.vim
scratch-utility
sonicpi.vim
candy.vim
systemrdl.vim
xmms.vim
transliterate
git-time-lapse
DataStage-Server-and-Parallel
Toggle
ReloadScript
gitignore
unicode.vim
SnippetComplete
easybuffer.vim
layoutManager
Trinity
autotags
ctagloader
rvm.vim--Pope
proe.vim
ScreenShot
savevers.vim
tla.vim
Vim-JDE
drools.vim
wc.vim--jcline
Registryedit-win32
marvim
tslime.vim
vartabs.vim
vim-tags
vim-multiedit
cSyntaxAfter
vim-scripts.github.io
Maven-Compiler
po.vim
Yow
ia64.vim
oberon2
SelectBuf
Black-Angus
oceandeep
desert-warm-256
ToggleLineNumberMode
QFixToggle
asu1dark.vim
ctags.vim--Johnson
baycomb
Freebasic-vim-syntax-file
OIL.vim
ctrlp-ssh
ctrlp-modified.vim
Lineup--A-simple-text-aligner
spectre.vim
yaml.vim
yamlvim
mail.vim
ansible-vim
irssilog.vim
markdown-preview.vim
Sauce
repmo.vim
php.vim-html-enhanced
cern_root.vim
colorizer
table_format.vim
Zmrok
xptemplate
MarkdownFootnotes
colorsel.vim
clipbrd
iptables
fountainwiki.vim
lightline
vim-uncommenter
TxtBrowser
Txtfmt-The-Vim-Highlighter
TVO--The-Vim-Outliner
tcd.vim
todotxt.vim
ukrainian-enhanced.vim
Highlighter.vim
Tab-Name
JavaRun
cscope-quickfix
kirikiri.vim
zeavim
yavdb
star-search
AdvancedSorters
lh-vim-lib
JSON.vim
javaScriptLint.vim
vim-airline-tomato
Taboo
TailMinusF
SimpylFold
nginx.vim
ironman.vim
LimitWindowSize
donbass.vim
autoscroll
vim-cpp-enhanced-highlight
characterize.vim
stlrefvim
yasnippets
perlomni.vim
vimprj
bad-whitespace
statusline.vim
GrepHere
Table-Helper
copypath.vim
Mathematica-Syntax-File
scala.vim
SessionMgr
vim-pipe
operator-star
systemverilog.vim--Kanovsky
dtags
vim-dokuwiki
diffchar.vim
Merginal
vimspell
visual-increment
multichange.vim
pyunit.vim
cs.vim
pyflakes.vim
Quicksilver.vim
werks.vim
openrel.vim
cpp_doxygen
Rainbow-Parenthsis-Bundle
msp.vim
GetFilePlus
textobj-fold
filemaker.vim
lua.vim
VimITunes.vim
darkBlue
PushPop.vim
gnuplot.vim
Brolink.vim
mlp.vim
modelica
DeleteTrailingWhitespace
textobj-rubyblock
finance.vim
AtelierSulphurpool
bbcode
STL-Syntax
Transparent
vim-signify
vim-json-line-format
todolist.vim
monday
simplefold
TabBar
asmh8300
desert256.vim
tracwiki
AfterColors.vim
matchparenpp
Tagbar
keepcase.vim
Command-T
bw.vim
CountJump
lrc.vim
ManPageView
greplace.vim
gvimext.dll--support-tabs-under-VIM-7
php-cs-fixer
keymap.vim
spss-syntax-highlighting-file
mayansmoke
Fruidle
pylint-mode
nsis.vim
TLA
npm.vim
vison
cascading.vim
ShaderHighLight
asmc54xx
QuickFixCurrentNumber
scons.vim
less
snipMate
icalendar.vim
buffet.vim
vlog_inst_gen
grsecurity
abbott.vim
cool.vim
bk-menu.vim
Cleanroom
taglist-plus
nedit2
sort-python-imports
auto_autoread.vim
lookup.vim
logsyntax.vim
git-file.vim
TwitVim
terra.vim
fakeclip
vim-cmake-project
pydoc.vim
syntaxm4.vim
sonoma.vim
nightflight2.vim
vim-terraform
twilight
vim-tlv-mode
VimPyServer
vim-compile
primary.vim
slashcomment.vim
git-flow-format
xml-comment
mirror.vim
vim-qf
vim-AHKcomplete
Yankitute
vim-clipper
Terminus
pipe-mysql.vim
auto-tags-gen
wimproved.vim
vim-do
vim-run
perforce.vim
DoxyGen-Syntax
chords
ats-lang-vim
RunView
LaTeX-Suite-aka-Vim-LaTeX
ag.vim
buftabs
SrchRplcHiGrp.vim
ColorX
ExtractMatches
Buffergator
cppSyntaxCheck
switch_headers.vim
Cpp11-Syntax-Support
cpp.vim
AutoCpp
liquidfold.vim
header.vim
Align.vim
Tablify
JumpToLastOccurrence
h2cppx
riv.vim
PinyinSearch
Superior-Haskell-Interaction-Mode-SHIM
Unicode-RST-Tables
go.vim
desertEx
fortran.vim
The-NERD-Commenter
mosalisp.vim
tcmdbar.vim
polytonic.utf-8.spl
desertink.vim
foldlist
pgn.vim
wir_black
snippetsEmu
QuickBuf
jsbeautify
vibrantink
javaGetSet.vim
hexHighlight.vim
redocommand
Django-Projects
surrparen
nvi.vim
vim-stardict
BufClose.vim
project.vim
wps.vim
pmd.vim
Rainbow-Parentheses-Improved-and2
XML-Completion
asyncfinder.vim
zzsplash
racket.vim
SearchHighlighting
WholeLineColor
highlight.vim
bbye
ucompleteme
minibufexplorerpp
DBGp-Remote-Debugger-Interface
Windows-PowerShell-Syntax-Plugin
DataStage-Universe-Basic
abnf
openscad.vim
lua-support
vim-kickstart
vimongous
valgrind.vim
XML-Folding
Colour-Sampler-Pack
AtelierDune
Lucius
pathogen.vim
django-template-textobjects
cocoa.vim
iterm-start
Quich-Filter
php-annotations-syntax
cmdline-insertdatetime
openssl.vim
doubleTap
VimOutliner
JavaScript-Context-Coloring
camelcasemotion
Dutyl
darkburn
wesnothcfg.vim
Ambient-Color-Scheme
clickable.vim
headers.vim
CSSMinister
inccomplete
AutomaticLaTexPlugin
FindEverything
winmanager--Fox
easydir.vim
tabpagecolorscheme
ShowWhiteSpace
vim-follow-my-lead
Vebugger
CF-Utils
logstash.vim
dante.vim
fly.vim
Marks-Browser
systemverilog.vim
Proj
notes.vim
vbnet.vim
vim-nose
buftabline
vim-vagrant
vimside
UtilityFunctions
vim-g
vroom
nose.vim
copy-as-rtf
PairTools
TeX_9
textmanip.vim
trailing-whitespace
preview
tidy-compiler-script
fu
mrkn256.vim
ack.vim
Puppet-Syntax-Highlighting
makeprgs
asciidoc.vim
increment.vim--Natter
mercury.vim
tagexplorer.vim
renumber.vim
luainspect.vim
DistractFree
SideBar.vim
eyapp
ViewPort
inkpot
unibasic.vim
Limbo-syntax
TFS
php.vim--Garvin
filestyle
coco
vim-www
VullScreen
Improved-AnsiEsc
proteinFasta.vim
pypi.vim
glsl
copy-cut-paste.vim
RootIgnore
vim-lamdify
marslo.vim
lua.vim--Ko
autoSolarize
complete-email
undofile_warn.vim
fireplace.vim
easytags.vim
ShowMultiBase
vimpager
auto_autoread
supersearch
vim-js-arrow-function
Dokumentary
tag-comment
calendar.vim--Matsumoto
scilab.vim--Astonfe
dotenv.vim
foldMarker.vim
vimtux
endline
kpl.vim
liblognorm.vim
oasisprj.vim
vim-radioss
Treemap
dispatch.vim
Perl-MooseX.Declare-Syntax
yanktmp.vim
erlang_spec.vim
greekde_utf-8.vim
avrm48.vim
AGTD
MapToSideEffects
mpi.vim
yats
cloudboard.vim
headerguard
avr8bit.vim
rails.vim
easy-navigate.vim
log4j-highlighter
true-monochrome
Replace-operator
CBOT.vim
SwapIt
hlint
diffchanges.vim
nerdtree-ack
pytest.vim
beanshell.vim
ClosePairs
ctrlp-hibuff
shadowvim
zim-syntax
pig.vim
octave.vim
Markdown-syntax
vim-rooter
Color-Sampler-Pack
NERV-ous
vim-wakatime
K.vim
thumbnail.vim
shootingstar
rainbow_csv.vim
virtualenv.vim
jdox
VIP
vim-colorscheme-switcher
clang-complete
Lua-Support-2
Git-Support
Vim-Support
circos.vim
colorful256.vim
ruler.vim
Rackup
synmark.vim
Python-2.x-Standard-Library-Reference
warez-colorscheme
Arduino-syntax-file
ifdef.vim
boolpat.vim
sharp-Syntax--Rim
eruby.vim
searchfold.vim
hier
Skittles-Berry
coq-syntax
python_fold
shuffle.vim
st.vim
hickop
phrase.vim
css3-mod
Elda
pythondo
open-browser.vim
spec.vim
TagManager
vim-pandoc
projectroot
MailApp
bufmru.vim
todo-vim
javaDoc.vim
vm.vim
ChocolateLiquor
Mustang2
quit-another-window
rogue.vim
bufferlist.vim
OMNeTpp4.x-NED-Syntax-file
ctrlp.vim
ParseJSON
v2ex
composer.vim
badwolf
Java-Syntax-and-Folding
javabean.vim
colorv.vim
motpat.vim
vim-javacompleteex
kwbdi.vim
localColorSchemes.vim
forth.vim
comments.vim
hgrev
quickrun.vim
readnovel
quancept.vim
BufLine
moin.vim
Python-Syntax-Folding
ttfzoom
CodeFactory
textobj-gitgutter
auto_mkdir
simple-pairs
autonumbering-in-vim
wipeout
blacklight
node
conque-repl.vim
FileSync
eclipse.vim
cuteErrorMarker
toggle_comment
avrasm.vim
emacs-like-macro-recorder
VimFootnotes
winresizer.vim
ShowSpaces
fpdf.vim
Absolute
neocomplcache
play.vim
CoqIDE
jsonvim
ferm.vim
NERD_tree-Project
maxscript.vim
srecord.vim
Include-Fixer-for-CCpp
colorize.vim
click.vim
autopreview
evervim
github-theme
Clighter
vim-plug
vim-unite-cscope
Shebang
oo
R.vim
DirDo.vim
Color-Scheme-Test
gdbvim
baobaozhu
jellybeans.vim
calendar.vim
saturn.vim
strange
PapayaWhip
supp.vim
cup.vim
sqlplus.vim
Limp
Vimchant
armasm
IniParser
email.vim
ftpsync
mathematic.vim
clang
Lynx-Offline-Documentation-Browser
autoproto.vim
SwitchExt
Chimp
pyfold
changesqlcase.vim
jovial.vim
pipe.vim
vim-tmuxify
vim-do-syntax
indenthtml.vim
SpellChecker
google
Sift
ref.vim
minibufexpl.vim
SudoEdit.vim
clang_pro.vim
ConflictDetection
JumpToTrailingWhitespace
khaki.vim
EnhCommentify.vim
quantum.vim
Bird-Syntax
PIV
caniuse.vim
nxc.vim
multiselect
RepeatableYank
bnf.vim
vim-xkbswitch
pacmanlog.vim
Son-of-Obisidian
Git-Branch-Info
remote-PHP-debugger
AutoAlign
MS-SQL-Server-Syntax
sql_iabbr-2
javascript.vim
Teradata-syntax
darktango.vim
pygdb
TWstack
JumpInCode
showpairs-mutated
RPN
vim.ergonomic
bad-apple
po.vim--Jelenak
latex-support.vim
matrix.vim
256-grayvim
gnuplot-syntax-highlighting
apachestyle
CY
fugitive.vim
Russian-PLansliterated
vim-es6
Altair-OptiStruct-Syntax
in.vim
logpad.vim
Projmgr
Project-Browser-or-File-explorer-for-vim
ProjectTag
gsearch
vim-less
wwwsearch
darkspectrum
Info.plist
RunVim.applescript
IndentAnything
vim-paint
SuperTab-continued.
pike.vim
LycosaExplorer
CaptureClipboard
dhcpd.vim
SlateDark
Shades-of-Amber
oceanblack.vim
autocomp.vim
Buffer-grep
Zenburn
blockle.vim
unite.vim
CtrlP-SmartTabs
Word-Fuzzy-Completion
alex.vim
sql_iabbr.vim
happy.vim
rst-tables--Chao
fatrat.vim
openser.vim
nuweb.vim
Vimball
Tower-of-Hanoi
rubikscube.vim
HiCurLine
promela.vim
cream-showinvisibles
hlasm.vim
pythonhelper
LineJuggler
tir_black
cisco.vim
php_localvarcheck.vim
autotype.vim
cream-sort
cream-numberlines
xemacs-mouse-drag-copy
FSwitch
git_patch_tags.vim
sparql.vim
vim-steam
Warm-grey
html-improved-indentation
vimuiex
snipmate-snippets
Visual-Studio
Coq-indent
mojo.vim
underscore.vim
Dotnet-Dictionaries
haskell.vim
verilog.vim--Leonard
Flake8-vim
pink
mathml.vim
glsl.vim
NSIS-syntax-highlighting
tiger.vim-syntax
Parameter-Text-Objects
localrc.vim
hexsearch.vim
hex.vim
ctrlp-funky
ccvext.vim
html5.vim
weibo.vim
StripWhiteSpaces
xml.vim
newsprint.vim
vim-sprunge
JavaBrowser
quickhl.vim
PHPSyntaxCheck
autumnleaf_modified.vim
buttercream.vim
tomatosoup.vim
xmidas.vim
php.vim
fbc.vim
JumpToVerticalOccurrence
cream-progressbar
PickAColor.vim
java.vim
visSum.vim
unite-gem
Better-Javascript-Indentation
TWiki-Syntax
rslTools
XMLExpander
Indent-Finder
allfold
vdm.vim
OpenURL
vgdb
vrackets
open-terminal-filemanager
gprof.vim
Comceal
rdark-terminal
codeforces.vim
phpErrorMarker
Auto-Changing-color-script
delview
VimExplorer
IndentHL
template-file-loader
TaskMotions
FindOccurrence
math
nagios-syntax
vylight
HLPSL
ciscoacl.vim
ABAP.vim
exim.vim
vim-lldb
rest.vim
vim-gitmodeline
Replay.vim
Independence
autosession.vim
VimCoder.jar
CamelCaseComplete
color-codes-SQL-keywords-from-Oracle-11g
plsql.vim
plsql.vim--Lysyonok
qiushibaike
skk.vim
quickfixsigns
MPD-syntax-highlighting
PHP-dictionary
emacscommandline
GrepTasks
glark.vim
tmarks
phpcs.vim
lazyList
vim-gradle
patran.vim
Vitality
ccase.vim
PyInteractive
FormatToWidth
RecentFiles
vim-cursorword
Simple-templates
code_complete
syslog-syntax-file
sleuth.vim
CompleteParameter
neat.vim
colqer
molokai_nancle
Google-Translate
LiterateVimrc
vim-sass-colors
rel.vim
mp.vim
Source-Explorer-srcexpl.vim
vim-task
vim-rubyformat
vim-markdown-wiki
Modeliner
yum.vim
Toggle-NERDTree-width
Licenses
progress.vim
octave.vim--
javascript.vim--welshare
vim-sjson
open-pdf.vim
PatternsOnText
echofunc.vim
fruity.vim
vim-asterisk
nosql.vim
LogiPat
NERD_Tree-and-ack
textobj-user
android.vim
Conflict2Diff
Haskell-Cuteness
VimgrepBuffer
PatternComplete
Syntax-context-abbreviations
vim-flake8
vim7-install.sh
regreplop.vim
vim-uci
simple_playground.vim
screensaver.vim
vim-addon-errorformats
Dart
Liquid-Carbon
R-syntax-highlighting
rubycomplete.vim
uptime.vim
OpenCL-C-syntax-highlighting
ecostation
Ranger.vim
rdark
Session-Viminfo-Management
iim.vim
ProportionalResize
headerGatesAdd.vim
vim-signjk-motion
simplenote.vim
tailtab.vim
skill_comment.vim
random.vim
EasyDigraph.vim
indentpython.vim--nianyang
syntax_check_embedded_perl.vim
redcode.vim--Thorne
PreciseJump
grishin-color-scheme
vydark
navajo-night
TurboMark
JavaScript-Libraries-Syntax
vim-less--Vioni
Advancer-Abbreviation
IndentTab
checklist.vim
minimal_gdb
better-whitespace
bclear
rastafari.vim
Notes
SrcExpl
arc.vim
plantuml-syntax
cr-bs-del-space-tab.vim
JavaKit
Gembase-dml-plugins
htmlspecialchars
Ada-Bundle
C_Epita
EasyMotion
Tail-Bundle
Smart-Home-Key
PHPUnit-QF
FindMate
Better-CSS-Syntax-for-Vim
GoldenView.Vim
vim-erlang-skeleteons
HelpClose
vim-ocaml-conceal
telstar.vim
cakephp.vim
perlprove.vim
incsearch.vim
cppgetset.vim
syntaxalgol68.vim
quit_another_window
compot
blackdust.vim
ahkcomplete
speeddating.vim
ConvertBase.vim
stata.vim
devbox-dark-256
SpellLangIdentifier
Speech
drawing.vim
BlockDiff
nasl.vim
Vimpanel
LeaderF
python_ifold
cheat.vim
tagbar-phpctags
Eddie.vim
MarkLines
sh.vim--Cla
brainfuck-syntax
switch.vim
tbone.vim
vim-github-comment
Vertigo
beautiful-pastebin
sideways.vim
ft_improved
harlequin
easytree.vim
toggle_maximize.vim
detailed
trans.vim
scriptease.vim
vim-github-dashboard
ft-cmake
vim-dict
md5.vim
autoresize.vim
vim-operator-flashy
auctex.vim
vim-pomodoro
TimeKeeper--Antoine
tsuquyomi
ide
vim-nfo
morse.vim
refactor-rails.vim
AlignFromCursor
mycomment
Smooth-Scroll
REPL-plugin
vim-cloud-buffer
lexctwolc-Syntax-Highlighter
openurl.vim
Rename
musicbox.vim
verilog.vim
fso
m2sh.vim
Fold-License
changeColorScheme.vim
Space-Ident-Highlighter
Amethyst
DayTimeColorer
Darkdevel
gtrans
editqf
groovyindent
promela
phaver
Accurev-diff-tool
accurev
vim-autoprefixer
RST-Tables-CJK
burnttoast256
otaku
py-coverage
Hardy
quilt
BidiComplete
angular.vim
Windows-PowerShell-indent-enhanced
php.vim-for-php5
Vim-SQL-Workbench
gitignore.vim
earendel
proc.vim
YAJS--Yet-Another-JavaScript-Syntax
sessmgr
Workspace-Manager
winwkspaceexplorer
WOIM.vim
exVim
toner.vim
dwm.vim
tags-for-std-cpp-STL-streams-...
groovy.vim--Ruley
json-formatter.vim
httpclog
capslock.vim
PERLDOC2
tf2.vim
ldif.vim
python_fold_compact
reload.vim
assistant
XSLT-syntax
togglenumber
cascadia.vim
spinner.vim
VHDL-indent-93-syntax
replvim.sh
easygit
Sorcerer
syntax-highlighting-for-tintinttpp
ProvideX-Syntax
asp.net
aspnetide.vim
hdl_plugin
fgl.c
GlobalOptions
jbosslog
StringComplete
maven-plugin
VDBI.vim
ditaa
nimrod.vim
apachelogs.vim
ctrlsf.vim
vim-coffee-script
vim-geeknote
elinks.vim
textlink.vim
wikilink
esperanto
smarty-syntax
enzyme.vim
ASPJScript
IDLE
SAS-Syntax
vim-vimlparser
pwdstatus.vim
comments.vim--Plt
cscope_dynamic
RepeatLast.vim
copycppdectoimp.vim
templates
plum.vim
Vim-Condensed-Quick-Reference
cuteTodoList
vim-jsbeautify
mediawiki.vim
CommandWithMutableRange
RangeMacro
vim-gista
DBGp-client
swap-parameters
postmail.vim
lighttpd-syntax
underwater-mod
VCard-syntax
tabasco
svn-diff.vim
tcl.vim--smithfield
adt.vim
daemon_saver.vim
forneus
bib_autocomp.vim
delek.vim
signal_dec_VHDL
VhdlNav
smarty.vim
vim-babel
editorconfig-vim
JavaScript-syntax
DAMOS-tools
Tango-colour-scheme
EasyClip
Fortune-vimtips
Vim-REST-Console-VRC
last256
DiffGoFile
django_templates.vim
svn_line_history.vim
Vimplate-Enhanced
darknight256.vim
vim-maximizer
VikiDeplate
gitdiff.vim
Wordnet.vim
ClassTree
vim-keeppad
yowish
brief.vim--Lakshmanan
lustre
unite-gitlog
vim-NotableFt
csscomplete.vim
oldfilesearch.vim
holokai
LOVE-highlighting
Tabv
Spiffy-Foldtext
swapcol.vim
ljyat
cbackup.vim
partialnumber.vim
tgf-vim
Esper-programming-language-syntax
frawor
Headlights
vim-dtsm
Persistent-Abbreviations
vim-stata
addexecmod.vim
optcmd
tcl.vim--smithfield-indent
Neverness-colour-scheme
Buffer-Hint
sql.vim--Stinson
vxfold.vim
Nette
gulp-vim
vim-sipindex
actionscript.vim
airline-colornum
fixkey
vim-maildrop
python_open_module
pry
eighties.vim
3DGlasses.vim
vim-online-thesaurus
apprentice.vim
Typer
enabler
vim-abbrev-matcher
Never-Optimal-Wiki
ExtractLinks
ttodo
VimRegEx.vim
gitv
Tab-Manager
tabpage.vim
ywtxt
Crunch
vim-abaqus
Exeline
vim-xblogger
phpmanual
HiColors
visualMarks
pp.vim
unite-spell-suggest
aspvbs.vim--Bitterberg
phpqa
ProjectCTags
ASL
southernlights
nextval
Tabtastic
autolinker
vim-quick-radon
vim-gains-nrepl
robcolors
autosess
lbdbq
beauty256
indent-motion
logo
BreakPts
Flex-Development-Support
quickBuf--Viau
8ch.vim
my-_vimrc-for-Windows-2000XP7-users
Scheme-Mode
Gentooish
hammer.vim
vim-toplevel
XDebug-DBGp-client-for-PHP
vikitasks
fwk_ctags
ekini-dark-colorscheme
pdf.vim
Guardian
SearchAlternatives
ExplainPattern
vizardry
Vizardry--Beniamine
vital-power-assert
vim-zimwiki-syntax
Tibet
TeX-PDF
vimmailr.zip
p4checkout
perforce
tex-turkce
contextcomplete
vim-web2py
wikipedia.vim
kwiki.vim
