hickop
Colour-theme-neon-pk
nu42dark-color-scheme
csslint.vim
Rcode
vim-ocaml-conceal
Dart
Lisper.vim
MatchTag
vim-kickstart
translit3
mirodark
log.vim--Sunlight
tex_AutoKeymap
project.vim
RSTO
ipi
TFS
apg.vim
openrel.vim
ppsetup
vim-diff
vim-symbols-strings
prop.vim
fontforge_script.vim
anwolib
Cleanroom
node.js
Cpp11-Syntax-Support
php-doc--su
codepaper
html-source-explorer
desert-warm-256
Tagma-Buffer-Manager
vim-mnml
SonicTemplate.vim
shutdown-abort-file
shutdown
free4all
statline
VIM-Metaprogramming
nonametest
vim-json-bundle
Python-Syntax
Twilight-for-python
indentfolds
mango.vim
utags
RST-Tables-CJK
todotxt.vim
wiki.vim--Coddington
abbott.vim
Lyrics
rainbow_parentheses.vim
tagfinder.vim
Python-mode-klen
ahkcomplete
mappingmanager
MapFinder
vimroom.vim
TagmaTasks
fcitx.vim
vim-google-scribe
Speech
slide-show
vim-dokuwiki
White
Ambient-Theme
racket-auto-keywords.vim
scribble.vim
racket.vim
baancomplete
vim-pad
TclShell
Vimpy
google_prettify.vim
NagelfarVim-Duplicate-due-to-Browser-Is
NagelfarVim
pylint-mode
syntaxdosini.vim
watchdog.vim
linediff.vim
MarkdownFootnotes
Vimerl
mediawiki
kiwi.vim
gccsingle.vim
blue_sky
TagmaTips
sexy-railscasts
Galaxy
AutomaticLaTexPlugin
ctrlp.vim
bad-whitespace
statusline.vim
olga_key
vim-rpsl
putcmd.vim
vim-pandoc
right_align
easychair
mcabberlog.vim
msn
indent-motion
SimpylFold
quickfixstatus.vim
Threesome
noweboutline.vim
diffwindow_movement
melt-syntax
SnippetySnip
fuzzee.vim
numlist.vim
light2011
tabasco
tabpage.vim
chinachess.vim
EasyPeasy
vim-ipython
swapcol.vim
lemon256
obvious-resize
Transcription-Name-Helper
zim-syntax
sql.vim--Stinson
fthook.vim
tryit.vim
Premailer.vim
html_emogrifier.vim
cssbaseline.vim
prefixer.vim
commentary.vim
enablelvimrc.vim
tablistlite.vim
TagHighlight
FixCSS.vim
quickhl.vim
functionlist.vim
textgenshi.vim
annotatedmarks
golden-ratio
Ambient-Color-Scheme
Rst-edit-block-in-tab
Calm-Breeze
RegImap
werks.vim
ctags_cache
wikiatovimhelp
hints_opengl.vim
functiontracker.vim
tabtracker.vim
saturn.vim
rfc5424
baobaozhu
copy-as-rtf
univresal-blue-scheme
cab.vim
aldmeris
genshi.vim--Wei
cdevframework
orangeocean256
rake.vim
sgmlendtag
Toxic
skyWeb
repeat-motion
SnipMgr
lemon.vim
Intelligent-Tags
Lookup
ldap_schema.vim--Hahn
LycosaExplorer
Powershell-FTDetect
SessionSaver.vim
transpose-words
Buffer-Reminder-Remake
xorium.vim
vrackets
brep
vim-task-org
googleclosurevim
TeX-9
ifdef-highlighting
cakephp.vim
simpleRGB
AutoCpp
VimLite
Filesearch
gnupg.vim
vimgtd--nianyang
Vimper-IDE
vim-orgmode
Atomic-Save
The-Old-Ones
svnst.vim
Handlebars
gUnit-syntax
ReplaceFile
WinFastFind
widl.vim
snipmate-snippets
git_patch_tags.vim
frawor
IDSearch
tangolight
cpp_gnuchlog.vim
resizewin
AutoSaveSetting
lua.vim
indsas
chef.vim
my-_vimrc-for-Windows-2000XP7-users
Lite-Tab-Page
beautiful-pastebin
test.vim
ri-viewer
Buffersaurus
Buffergator
wikilink
Quicksilver.vim
warez-colorscheme
ShowMarks7
vimshell-ssh
splitjoin.vim
browsereload-mac.vim
XQuery-indentomnicompleteftplugin
operator-star
IDLE
nautilus-py-vim
vim_django
Diablo3
listtag
nicer-vim-regexps
calm
reorder-columns
cmdline-insertdatetime
octave.vim--
Auto-Pairs
Advancer-Abbreviation
ColorV
Fanfou.vim
ethna-switch
ucompleteme
pdub
jovial.vim
browserprint
vim-coffee-script
cake.vim
Find-XML-Tags
vim-soy
Redhawk-Vim-Plugin
typofree.vim
checklist.vim
Comceal
simplenote.vim
vim-textobj-quoted
a-hrefhttp-allthingsb2b.typepad.com
ignore-me
lastmod.vim
pacmanlog.vim
jshint.vim
Enter-Indent
gitv
quit_another_window
ro-when-swapfound
dogmatic.vim
terse
modelica
Tabs-only-for-indentation
colorizer
fso
m2sh.vim
Javascript-OmniCompletion-with-YUI-and-j
hier
DayTimeColorer
Amethyst
Table-Helper
PairTools
gtrans
visual-increment
editqf
openscad.vim
ren
emacscommandline
sudoku_game
Message-Formatter
Dagon
gsearch
vim-online
plexer
jianfan
molly.vim
Google-Translate
cascading.vim
opener.vim
Sesiones.vim
fatrat.vim
Save-Current-Font
rvmprompt.vim
plantuml-syntax
XPath-Search
Tab-Manager
vim-task
strange
GetFilePlus
UltraBlog
cmdline-completion
mush.vim
Distinguished
ciscoacl.vim
boost.vim
EasyMotion
Rename--Maydwell
vim-scala
gem.vim
SAS-Syntax-File
Gravity
Solarized
PastBin.vim
accentuate.vim
iconv
avr8bit.vim
VimOutliner
vim-activator
vim-stylus
Scala-Java-Edit
text-object-left-and-right
VimRepress
extradite.vim
TeX_9
scrnpipe.vim
compilerpcc.vim
PasteBin.vim
taglist-plus
vim-erlang-skeleteons
To-Upper-case-case-changer
emacs-like-macro-recorder
vim_etx
FindEverything
Scala-argument-formatter
compilerifort.vim
compilergfortran.vim
paper
underlinetag
Risto-Color-Scheme
compilerg95.vim
textmanip.vim
visualctrlg
urilib
rebar
reporoot.vim
virtualenv.vim
numbered.vim
phrase.vim
PyREPL.vim
IPC-syntax-highlight
vim-remote
Atom
asp.net
makebg
robokai
bad-apple
bitly.vim
Vim-Blog
Neopro
Clean
thermometer
latte
tidydiff
csc.snippets
windows-sif-syntax
align--Ahmad
vimake-vim-programmers-ide
Tagbar
Tabular
dragon
Compile
indentpython.vim--nianyang
SVF-syntax
vundle
vim-paint
VimCalc
utlx_interwiki.vim
taskpaper.vim
SuperTab-continued.
powershellCall
mxl.vim
Lucius
LispXp
lexctwolc-Syntax-Highlighter
iptables
IniParser
Hoogle
Headlights
gtk-vim-syntax
funprototypes.vim
Flog
fecompressor.vim
earendel
CTAGS-Highlighting
csv.vim
css3
csindent.vim
ColorSelect
Chess-files-.pgn-extension
CCTree
AuthorInfo
activity-log
RST-Tables-works-with-non-english-langu
Microchip-Linker-Script-syntax-file
File-Case-Enforcer
ParseJSON
Getafe
golded.vim
pbcopy.vim
Royal-Colorschemes
XFST-syntax-file
neco-look
Cobaltish
cscope_plus.vim
PreciseJump
twilight256.vim
codepath.vim
Biorhythm
lazysnipmate
AsyncCommand
pep8--Yusuke
vim-addon-sml
obsidian2.vim
Nazca
Javascript-syntax-with-Ajax-Support
BOOKMARKS--Mark-and-Highlight-Full-Lines
Archive
pytest.vim
Comment-Squawk
neco-ghc
Mind_syntax
kkruby.vim
hdl_plugin-utility
QCL-syntax-hilighting
toner.vim
w3cvalidator
supp.vim
bocau
zazen
xterm-color-table.vim
syntax_check_embedded_perl.vim
nclipper.vim
HJKL
JellyX
headerGatesAdd.vim
update_perl_line_directives
auto-kk
Google-translator
mophiaDark
mophiaSmoke
google.vim
Search-Google
vim-creole
phpunit
fokus
neverland.vim--All-colorschemes-suck
Mark-and-Highlight-Full-Lines
unite.vim
chapa
localrc.vim
hdl_plugin-indent
line-based_jump_memory.vim
iim.vim
opencl.vim--Wierzowiecki
polytonic.utf-8.spl
perfect.vim
JumpToLastOccurrence
csc.vim--Yuan
shadow.vim
StatusLineHighlight
textobj-rubyblock
emacsmodeline.vim
vimorator
JumpNextLongLine
vcslogdiff
Vimblr
FanVim
notes.vim
trailing-whitespace
SpitVspit
GTK
blockle.vim
A-Silly-Girl
hdl_plugin
eteSkeleton
softbluev2
List-File
vimblogger_ft
Shebang
txt.vim--xu
Ceasy
southwest-fog
janitor.vim
Indent-Guides
Peasy
Figlet.vim
tabpagecolorscheme
newspaper.vim
NERD_Tree-and-ack
unite-yarm
UnconditionalPaste
wesnothcfg.vim
jbosslog
auto_mkdir
qthelp
lastchange.vim--Adams
devbox-dark-256
unite-gem
chance-of-storm
screen_line_jumper
inccomplete
preview
stackoverflow.vim
VimOrganizer
auto
zenesque.vim
slurper.vim
cuteErrorMarker
PIV
CodeOverview
newspaper
rdist-syntax
tracwiki
Smart-Home-Key
VIP
void
mheg
verilog_systemverilog_fix
lua_omni
unite-locate
Blueshift
PyScratch
fitnesse.vim
python.vim--Vasiliev
growlnotify.vim
perlomni.vim
MailApp
cocoa.vim
snipMate
0scan
pyflakes.vim
Transmit-FTP
DBGp-client
NrrwRgn
JavaScript-Indent
grsecurity
vim-addon-manager
greek_polytonic.vim
textobj-syntax
PKGBUILD
HtmlHelper
exVim
textobj-indent
Gembase-dml-plugins
dbext4rdb
autoloadTemplate.vim
etk-vim-syntax
tdl.vim
checksyntax-B
inform.vim
vimcdoc
stakeholders
vim-fileutils
js-mask
Gundo
smartbd
numbered
RevealExtends
Vimtodo
Simple-Javascript-Indenter
bundler
gedim
vim-addon-sbt
PySuite
reimin
Slidedown-Syntax
EasyOpts
vspec
ikiwiki-nav
load_template
vim-addon-mw-utils
vim-addon-actions
vim-addon-fcsh
RDoc
spinner.vim
textobj-fatpack
assistant
hybridevel
Melt-Vim
operator-replace
Conque-Shell
jslint.vim
UltiSnips
operator-user
VOoM
ProtoDef
ku-quickfix
neocomplcache
pygtk_color
DoTagStuff
omlet.vim
OAL-Syntax
tComment
tSkeleton
vim2ansi
TabLaTeX
Vive.vim
curBuf.vim
InteractHL.vim
browser.vim
array.vim
vimgrep.vim
scalefont
feralstub.vim
tbf-vimfiles
svncommand.vim
Editable-User-Interface-EUI-eui_vim
EvalSelection.vim
VikiDeplate
systemc_syntax.tar.gz
cygwin.vim
Comment-Tools
VimDebug
pyljpost.vim
MPD-syntax-highlighting
perl-support.vim
mup.vim
VEC
vim-templates
eruby.vim
LaTeX-functions
bash-support.vim
lh-cpp-ftplugins
Vimacs
netdict
mu-template
c.vim
TagsBase.zip
vcscommand.vim
nqc.vim
EnhCommentify.vim
gdb4vim
VIM-Color-Picker
bisect
Chrome-syntax-script
VimCoder.jar
lilypink
FTPDEV
vim-addon-xdebug
unite-font
unite-colorscheme
vim-addon-signs
tohtml_wincp
vim-addon-json-encoding
maxivim
unilatex.vim
tex.vim
Mizore
Luinnar
operator-html-escape
savemap.vim
Txtfmt-The-Vim-Highlighter
Vim-R-plugin
sqlite_c
SwapIt
xml_autons
Templeet
OmniCppComplete
XML-Completion
snippetsEmu
luarefvim
The-Mail-Suite-tms
R.vim
CRefVim
gnu-c
mail.tgz
wmgraphviz
gsession.vim
FindMate
HiVim
blogger
fly.vim
Merb-and-Datamapper
vimdb.vim
GOBject-Builder-gob2
accurev
GetChar-event-patch
mousefunc-option-patch
macro.vim
xterm16.vim
GTK-
TVO--The-Vim-Outliner
muf.vim
atomcoder-vim
4NT-Bundle
SnipSnap
WLS-Mode
Tail-Bundle
Ada-Bundle
Rainbow-Parenthsis-Bundle
Modelines-Bundle
superSnipMate
Say-Time
Timer-routine
vim-addon-ocaml
vimcompcrtr
pythondo
simplecommenter
django-template-textobjects
colorselector
hypergit.vim
AutomaticTexPlugin
ywchaos
FlipLR
ctk.vim
cca.vim
guepardo.vim
shellinsidevim.vim
maroloccio3
maroloccio2
code_complete-new-update
jQuery
Miranda-syntax-highlighting
MatlabFilesEdition
postmail.vim
Specky
bpel.vim
diffchanges.vim
leo256
robocom
MarkLines
Jinja
calmar256-lightdark.vim
blueprint.vim
TagsParser
LargeFile
MoveLine
GetFDCText.vim
tree
python_calltips
DoxygenToolkit.vim
timestamp.vim
TT2-syntax
php_console.vim
trash.vim
JavaBrowser
rcsvers.vim
help.vim
mh
ZoomWin
vimspell
Zenburn
rcsdiff.vim
searchInRuntime
einstimer.vim
multvals.vim
html-macros.vim
ruby-macros.vim
SelectBuf
methods.vim
uri-ref
foo.vim
a.vim
python.vim
jcommenter.vim
ccase.vim
run_python_tests
rename.vim
vydark
vim-refact
math
VimIM
ukrainian-enhanced.vim
iast.vim
Japanese-Keymapping
bulgarian.vim
groff-keymap
russian-phonetic_utf-8.vim
yiheb-il.vim
esperanto
plkeyb.vim
vim-addon-async
altera.vim
altera_sta.vim
clang-complete
TrimBlank
Sorcerer
up.vim
vim_faq
Sorceror
sjump.vim
idp.vim
toggle_option
grass.vim
southernlights
compilerpython.vim--Wolfson
fbc.vim
compilerjsl.vim
Csound-compiler-plugin
Gettext-PO-file-compiler
context-complier-plugin
gmcs.vim
mlint.vim
compilerflex.vim
perlcritic-compiler-script
tidy-compiler-script
css.vim--Streppone
compilergnat.vim
maven2.vim
compilerpython.vim
Compiler-Plugin-for-msbuild-csc
build.vim
fpc.vim
perlprove.vim
fasm-compiler
mingw.vim
ST20-compiler-plugin
msvc2003
xmlwf.vim
Docbook-XSL-compiler-file
nant-compiler-script
onsgmls.vim
Scons-compiler-plugin
pylint.vim
Visual-Studio-.NET-compiler-file
python.vim--Herzog
ruby.vim
PHPcollection
multi.vim
csc.vim
djgpp.vim
borland.vim--Maerz
perl.vim
compiler.tar.gz
openurl.vim
ZenCoding.vim
emoticon.vim-B
emoticon.vim
spidermonkey.vim
FastLadder.vim
GoogleReader.vim
arpeggio
Gist.vim
textobj-user
fakeclip
Scheme-Mode
synmark.vim
replace
latex_pt
blugrine
StyleChecker--perl
virata.vim
highlight_cursor.vim
showpairs-mutated
yaml.vim
POD-Folder
cf.vim
nuweb.vim
russian-menu-translation
HTML-Photo-Board
vimrc_nopik
xmms-play-and-enqueue
mcant.vim
quickhigh.tgz
torte.vim
nlist.vim
spec.vim
scala.vim
pf_earth.vim
newsprint.vim
Show-mandictperldocpydocphpdoc-use-K
LiteTabPage
looks
Quotes--Dimitrov
OMNeTpp4.x-NED-Syntax-file
eregex.vim
Tabbi
vimtabs.vim
metarw-git
ProjectParse
Python-3.x-Standard-Library-Reference
Python-2.x-Standard-Library-Reference
ProjectCTags
actionscript.vim--Cuss
Liquid-Carbon
kirikiri.vim
tchaba
RangeMacro
CommandWithMutableRange
open_file_from_clip_board
command-list
omnetpp
Code.Blocks-Dark
cSyntaxAfter
Bird-Syntax
diff-fold.vim
Selenitic
Son-of-Obisidian
clang
pyunit
phaver
sequence
ora-workbench
makesd.vim
L9
RubyProxy
swap
Jasmine-snippets-for-snipMate
Zephyr-Color-Scheme
Shades-of-Amber
CaptureClipboard
Heliotrope
aspnetide.vim
Open-associated-programs
bufsurf
tdvim_FoldDigest
minibufexplorerpp
LimitWindowSize
blockinsert
html5.vim
showcolor.vim
ToggleLineNumberMode
VimgrepBuffer
HTML5-Syntax-File
PyInteractive
TeX-PDF
stem-search
porter-stem
lodestone
Flex-4
LanguageTool
285colors-with-az-menu
indexer.tar.gz
Better-CSS-Syntax-for-Vim
ProjectTag
processing-snipmate
qnamebuf
Replay.vim
View-Ports
presets
rslTools
python_showpydoc
operator-reverse
Smart-Parentheses
Quotes
cHiTags
tangoshady
python_showpydoc.vim
htip
mantip
rdark-terminal
trailing-whitespace.vim
Haskell-Conceal
undofile.vim
current-func-info.vim
Starting-.vimrc
ovim
v4daemon
jade.vim
DokuVimKi
yamlvim
vimoop
vimargumentchec
vimstuff
jsonvim
vimpluginloader
CSS3-Highlights
mail_movement
fortunes_movement
diff_movement
help_movement
Shapley-Values
BusierBee
typeredeemer
Haskell-Highlight-Enhanced
JsLint-Helper
Vim-Syntax-File-for-Google-Code-Wiki
SyntaxComplete
phpcomplete.vim
pw
luainspect.vim
mojo.vim
regbuf.vim
toggle_mouse
obviously-insert
endline
tabops
pyflakes
pep8--Driessen
ekini-dark-colorscheme
gitview
opencl.vim
ikiwiki-syntax
slang_syntax
vorax
CSS-one-line--multi-line-folding
sablecc.vim
pytestator
session.vim--Odding
Smooth-Center
reload.vim
quickrun.vim
zetavim
hgrev
vim-haxe
vim-snipplr
ez_scroll
obsidian
phd
datascript.vim
tac-syntax
beluga-syntax
Vim-Script-Updater
rvm.vim
open-browser.vim
underwater-mod
darkBlue
CountJump
teraterm
Search-in-Addressbook
gams
xpcomplete
shell.vim--Odding
django_templates.vim
grails-vim
tcbuild.vim
skk.vim-B
fu
CFWheels-Dictionary
SingleCompile
easytags.vim
formatvim
RemoveFile.vim
leglight2
mdx.vim
LaTeX-Box
GUI-Box
writebackupToAdjacentDir
truebasic.vim
legiblelight
pyref.vim
tony_light
vplinst
Tumble
nevfn
mflrename
PNote
Silence
yaifa.vim
cvsdiff.vim--McCutcheon
syntax-codecsconf
TortoiseTyping
autocomp.vim
Sessions
RTL
vimtl
GetFile
OutlookVim
glyph.vim
tf2.vim
dc.vim
qiushibaike
tagmaster
SyntaxAlwaysOn
CodeFactory
Delphi-7-2010
ego.vim
Trac-Wikimarkup
kiss.vim
self.vim
ShowMultiBase
recover.vim
ref.vim
repeater.vim
mayansmoke
aftersyntaxc.vim
mdark.vim
256-grayvim
VxLib
Manuals
lastpos.vim
tex_mini.vim
vimsizer
ciscoasa.vim
Otter.vim
Maynard
changesPlugin
vimform
smartmove.vim
acomment
vicom
scalacommenter.vim
operator-camelize
cmakeref
clevercss.vim
RST-Tables
cmd.vim
vimgdb
noweb.vim--McDermott
vim-indent-object
XTermEsc
tesla
syntaxhaskell.vim
Vim-Title-Formatter
Mahewincs
orange
motpat.vim
tex-turkce
PickAColor.vim
Command-T
vimake
tslime.vim
Bookmarking
Find-files
spin.vim
vim-addon-completion
Cppcheck-compiler
happy.vim
alex.vim
ColorX
tcommand
tumblr.vim
delete-surround-html
treemenu.vim
httplog
Twee-Integration-for-Vim
CSSMinister
vxfold.vim
indentpython
tag_in_new_tab
candyman.vim
html-advanced-text-objects
BackgroundColor.vim
TranslateEnToCn
Rackup
ywtxt
SaveSigns
rcom
stickykey
pummode
OpenCL-C-syntax-highlighting
loadtags
AddCppClass
BUGS-language
R-syntax-highlighting
qmake--syntax.vim
jumphl.vim
php-doc-upgrade
Parameter-Text-Objects
trogdor
underwater
blowfish.vim
fugitive.vim
mrkn256.vim
cucumber.zip
hmac.vim
sha1.vim
ISBN-10-to-EAN-13-converter
ucf.vim
daemon_saver.vim
Doxia-APT
SyntaxMotion.vim
neutron.vim
line-number-yank
liftweb.vim
groovyindent
csp.vim
hex.vim
Wavefronts-obj
c-standard-functions-highlight
SaneCL
cflow-output-colorful
The-Max-Impact-Experiment
GoogleSuggest-Complete
bvemu.vim
AGTD
visualstar.vim
ccvext.vim
RubySinatra
actionscript3id.vim
strawimodo
Multi-Replace
hexHighlight.vim
bzr-commit
histwin.vim
fontzoom.vim
rfc-syntax
mark_tools
Vimrc-Version-Numbering
Dictionary-List-Replacements
SnippetComplete
apt-complete.vim
tocterm
std.vim
vimomni
FirstEffectiveLine.vim
Mercury-compiler-support
Preamble
SpitVspit.vim
tplugin
extended-help
startup_profile
pep8
syntaxGemfile.vim
selfdot
restart.vim
Flex-Development-Support
Enhanced-Ex
hlint
Vim-Condensed-Quick-Reference
Cfengine-version-3-syntax
Cfengine-3-ftplugin
ShowFunc.vim--nianyang
gitolite.vim
TxtBrowser
circos.vim
Chrysoprase
open-terminal-filemanager
PyPit
vikitasks
filetype-completion.vim
doubleTap
create_start_fold_marker.vim
bluechia.vim
manuscript
cgc.vim
JavaAspect
Markdown
mib_translator
rc.vim
XPstatusline
HTML-menu-for-GVIM
signal_dec_VHDL
php.vim--Garvin
record-repeat.vim
signature_block.vim
OmniTags
Ruby-Single-Test
fortran_line_length
Go-Syntax
gemcolors
colqer
NSIS-syntax-highlighting
GNU-as-syntax
JumpInCode-new-update
prettyprint.vim
grey2
exjumplist
vimmpc
github-theme
go.vim-B
go.vim
Speedware
FindInNERDTree
color-codes-SQL-keywords-from-Oracle-11g
Script-Walker
pod-helper.vim
haskellFold
simple-comment
vorg
coldgreen.vim
noused
QuickFixHighlight
wikinotes
phpcodesniffer.vim
template.vim
buf_it
xmms2ctrl
mimicpak
roo.vim
Cobalt-Colour-scheme
RTM.vim
multisearch.vim
filter
libperl.vim
baan.vim
unicode.vim
sqlplus.vim--Rey
DBGp-client--Lancien
smarty-syntax
Asneeded-2
testname
Execute-selection-in-Python-and-append
hornet.vim
PyMol-syntax
term.vim
hlasm.vim
InsertChar
fontsize.vim
haxe_plugin
Nmap-syntax-highlight
md5.vim
chocolate.vim
php_localvarcheck.vim
JavaScript-syntax-add-E4X-support
NERD_tree-Project
Windows-PowerShell-indent-enhanced
tango.vim
Pasto
SoftTabStops
CheckAttach.vim
Functionator
phpErrorMarker
perdirvimrc--Autoload-vimrc-files-per-di
popup_it--su
cmdline-increment.vim
rargs.vim
InsertList
cpan.vim
wwwsearch
template-init.vim
DumbBuf
Django-helper-utils
python-tag-import
moss
gui2term.py
tir_black
vilight.vim
logpad.vim
whitebox.vim
grex
Crazy-Home-Key
JumpInCode
pipe.vim
vimscript
emv
Join.vim
Better-Javascript-Indentation
dull
falcon.vim-ftplugin-B
falcon.vim-ftplugin
qtmplsel.vim
Tortoise
Quich-Filter
Mustang2
forneus
color-chooser.vim
evening_2
delimitMate.vim
banned.vim
falcon.vim-indent
vimdiff-vcs
d8g_04
d8g_03
d8g_02
d8g_01
nuweb-multi-language
falcon.vim
git-cheat
ruby.vim--IGREQUE
blue.vim--Eurpedes
vimper
bclear
v2.vim
bib_autocomp.vim
Syntastic
Logcat-syntax-highlighter
PreviewDialog
Buffer-Reminder
Notes
sherlock.vim
donbass.vim
tkl.vim
jsbeautify
Syntax-Highlighting-for-db2diag.log
translit_converter
Rename2
cssvar
AutoFenc.vim
arc.vim
Proj
mutt-canned
mutt-aliases
Tag-Signature-Balloons
nextCS
sign-diff
Screen-vim---gnu-screentmux
vimrc
SudoEdit.vim
commentop.vim
EnumToCase
PA_ruby_ri
tiddlywiki
mrpink
ReplaceWithRegister
regreplop.vim
editsrec
argtextobj.vim
Dictionary-file-for-Luxology-Modo-Python
elisex.vim
elise.vim
EnhancedJumps
MediaWiki-folding-and-syntax-highlight
ats-lang-vim
kaltex.vim
kalt.vim
dual.vim
iabassist
cuteTodoList
zOS-Enterprise-Compiler-PLI
herald.vim
colorsupport.vim
Colorzone
cursoroverdictionary
textobj-verticalbar
nature.vim
supercat.vim
altercmd
smarttill
tango-desert.vim
TuttiColori-Colorscheme
fastlane
shell_it
setget
Mark--Karkat
mako.vim--Torborg
ywvim
plumbing.vim
clips.vim
g15vim
Changing-color-script
Simple-R-Omni-Completion
squirrel.vim
Arduino-syntax-file
bblean.vim
darkZ
PBASIC-syntax
darkburn
Templates-for-Files-and-Function-Groups
bandit.vim
Erlang_detectVariable
python_coverage.vim
PLI-Auto-Complete
haskell.vim--Dusek
tango-morning.vim
jlj.vim
ScmFrontEnd-former-name--MinSCM
indentcpp.vim
smartmatcheol.vim
SearchPosition
coding_style.vim
nimrod.vim
dosbatch-indent
explorer
Vim-R-plugin2
Vimya
Cabal.vim
TODO-List
up2picasaweb
textobj-function
SpamAssassin-syntax
graywh
vimtemplate
sdticket
vimstall
Rubytest.vim
xptemplate
textobj-entire
PA_translator
send.vim
TaskList.vim
vimuiex
nextfile
svk
Haskell-Cuteness
paster.vim
wargreycolorscheme
Symfony
todolist.vim--Talevich
reorder.vim
lighttpd-syntax
gvimfullscreen_win32
Skittles-Dark
tmarks
LBufWin
Zmrok
HTML-AutoCloseTag
FSwitch
vylight
glimpse
PDV-revised
upAndDown
lilydjwg_dark
quickfixsigns
popup_it
blogit.vim
